tip	date	distance	residual
P13|cow|RWA|2022-06-08	2022.4328767123288	0.03494509916202048	0.004266473538684583
BDI0002|cow|BDI|2022-05-17	2022.372602739726	0.03494509916202048	0.004278942391228273
BDI0003|cow|BDI|2022-05-17	2022.372602739726	0.03494409926202048	0.004277942491228273
DQ380181|mosquito|BFA|1983-01-01	1983.0	0.023508222962020483	9.870607323964574E-4
MG659990|human|SEN|1975-01-01	1975.0	0.01954982316202048	-0.0013163822754380036
DQ380177|human|MRT|1987-01-01	1987.0	0.021025785162020482	-0.0023228554636863137
DQ380180|human|MRT|1987-01-01	1987.0	0.022295147362020484	-0.0010534932636863115
DQ380179|human|MRT|1987-01-01	1987.0	0.022293538762020483	-0.0010551018636863127
DQ380176|cow|KEN|1965-01-01	1965.0	0.01665666813797952	-0.0021408413092720395
KX944821|human|ZAF|1974-01-01	1974.0	0.01999237703797952	-6.669588004582991E-4
KY196509|mosquito|ZAF|1971-01-01	1971.0	0.01999237703797952	-4.6350003396193606E-5
DQ380175|human|ZAF|1975-01-01	1975.0	0.01999237703797952	-8.738283994789639E-4
JF784388|sheep|ZAF|1974-01-01	1974.0	0.02126428193797952	6.049460995416998E-4
KX944808|cow|ZAF|1975-01-01	1975.0	0.02383044393797952	0.0029642385005210353
DQ380174|cow|ZWE|1970-01-01	1970.0	0.01999065413797952	1.5879669562447046E-4
MG659984|cow|KEN|1962-01-01	1962.0	0.01696814776202048	-0.0012087528881690283
ON060786|human|UGA|2019-01-01	2019.0	0.024925948862020483	-0.0050425189323484755
EU312121|mosquito|UGA|1955-01-01	1955.0	0.02089878666202048	0.004169973204975846
MG659989|mosquito|UGA|1955-01-01	1955.0	0.02089878666202048	0.004169973204975846
MG659905|mosquito|ZAF|1955-01-01	1955.0	0.018241264062020483	0.0015124506049758492
DQ380155|sheep|KEN|1951-01-01	1951.0	0.01180639096202048	-0.0040949440989413825
KM210508|camel|MRT|2010-10-06	2010.7616438356165	0.03589492876202048	0.007630726403967156
DQ380156|human|UGA|1944-01-01	1944.0	0.014343617762020481	-1.0963010579656193E-4
DQ380159|cow|ZWE|1974-01-01	1974.0	0.024876707262020483	0.004217371423582663
DQ380158|sheep|ZAF|1951-01-01	1951.0	0.01706668156202048	0.0011653465010586159
KX944807|mosquito|ZAF|1955-01-01	1955.0	0.01706668156202048	3.378681049758456E-4
KY196507|mosquito|ZAF|1955-01-01	1955.0	0.02641381746202048	0.009685004004975847
KY196508|mosquito|ZAF|1956-01-01	1956.0	0.027763510162020482	0.010827827105955128
DQ380173|cow|ZWE|1974-01-01	1974.0	0.01845597256202048	-0.0022033632764173403
DQ380167|human|CAF|1969-01-01	1969.0	0.01830691396202048	-0.0013180738813138478
DQ380165|bat|GIN|1981-01-01	1981.0	0.01830691396202048	-0.0038005090695621586
DQ380161|human|CAF|1985-01-01	1985.0	0.022395606462020483	-5.392949656449278E-4
