tip	date	distance	residual
P104|cow|RWA|2022-08-08	2022.6	0.01336787482571778	1.4604460510226486E-4
P100|cow|RWA|2022-07-31	2022.5780821917808	0.01336789632571778	1.5102235409370293E-4
HM586960|human|TZA|2007-03-14	2007.1972602739727	0.009955166425717782	2.1634018385521814E-4
HE687305|human|MYT|2008-03-20	2008.2158469945355	0.010275473525717782	3.063154296831794E-4
EU574010|cow|KEN|2007-02-21	2007.1397260273973	0.009954979525717781	2.2916343745782788E-4
KY126681|cow|ZAF|2008-01-01	2008.0	0.012046837225717782	0.0021264883645427946
KY126683|cow|ZAF|2009-01-01	2009.0	0.01043318912571778	2.867114043071401E-4
KX944865|cow|ZAF|2008-01-01	2008.0	0.01027376072571778	3.534118645427929E-4
HM586963|mosquito|KEN|2007-02-13	2007.1178082191782	0.00979561332571778	7.475348644932212E-5
EU574028|cow|KEN|2007-01-16	2007.041095890411	0.009958979525717782	2.5546655791941486E-4
EU574025|cow|KEN|2007-01-16	2007.041095890411	0.009800613325717782	9.71003579194156E-5
EU574009|cow|KEN|2007-02-21	2007.1397260273973	0.009480694225717783	-2.4512186254217055E-4
HE687304|human|MYT|2008-02-21	2008.139344262295	0.009799613325717781	-1.5224529467032857E-4
EU574006|sheep|KEN|2007-02-07	2007.1013698630136	0.009959166425717782	2.420237731929585E-4
EU574011|cow|KEN|2007-02-05	2007.0958904109589	0.009799613325717781	8.370973544081714E-5
KX944863|buffalo|ZAF|2008-01-01	2008.0	0.01043958132571778	5.192324645427928E-4
KX096938|mosquito|KEN|2006-01-01	2006.0	0.009639122625717781	1.7103148501409864E-4
EU574013|cow|KEN|2007-01-31	2007.0821917808219	0.00931932802571778	-3.934779089395067E-4
JF326190|human|TZA|2007-02-01	2007.0849315068492	0.00947869422571778	-2.3473124006346407E-4
EU574005|cow|KEN|2007-04-23	2007.3068493150686	0.009638122625717782	-1.2548486110208756E-4
EU574007|cow|KEN|2007-02-27	2007.1561643835616	0.009638122625717782	-9.141064928575027E-5
JF311371|human|MDG|2008-03-01	2008.1639344262296	0.010436556525717781	4.7913735958609455E-4
JF311376|cow|MDG|2008-03-01	2008.1639344262296	0.010436556525717781	4.7913735958609455E-4
JF311369|human|MDG|2008-02-01	2008.0846994535518	0.010436618725717781	4.971168736485707E-4
EU574015|goat|KEN|2006-12-01	2006.9150684931508	0.009477694225717781	-1.973203103796447E-4
EU574008|buffalo|KEN|2007-02-09	2007.1068493150685	0.009956166425717781	2.3778471094504199E-4
J10|human|KEN|2007-01-01	2007.0	0.009639146425717782	-5.507357522155365E-5
JF311374|cow|MDG|2008-02-01	2008.0846994535518	0.009637060425717782	-3.0244142635142864E-4
JF311370|human|MDG|2008-03-01	2008.1639344262296	0.009796488825717781	-1.609303404139055E-4
A-MO|human|KEN|2020-11-01	2020.8333333333333	0.009474694225717782	-0.0033476416751480626
KY126680|buffalo|ZAF|2008-01-01	2008.0	0.01043403572571778	5.136868645427926E-4
KX944864|buffalo|ZAF|2008-01-01	2008.0	0.010275669525717781	3.553206645427933E-4
JF311368|human|MDG|2008-01-01	2008.0	0.01043427072571778	5.13921864542792E-4
J8|human|KEN|2007-01-01	2007.0	0.009473694225717783	-2.205257752215528E-4
HM586958|human|KEN|2007-01-30	2007.0794520547945	0.010112847125717781	4.006607221843962E-4
HM586955|human|KEN|2007-01-05	2007.0109589041097	0.009791800225717781	9.510210028272625E-5
JF311375|cow|MDG|2008-02-01	2008.0846994535518	0.010110532425717782	1.710305736485722E-4
HM586957|human|KEN|2007-02-03	2007.0904109589042	0.01043125852571778	7.165939976886207E-4
JF326186|mosquito|KEN|2007-01-01	2007.0	0.009313328025717781	-3.808919752215541E-4
HM586962|mosquito|KEN|2007-01-13	2007.0328767123287	0.009313328025717781	-3.8832634870871255E-4
HM586954|human|KEN|2006-12-21	2006.9698630136986	0.01172166862571778	0.0020342634671417018
KEM-JC|human|KEN|2007-01-01	2007.0	0.009632247125717782	-6.197287522155363E-5
MO-LE|human|KEN|2007-01-01	2007.0	0.009791800225717781	9.758022477844575E-5
HA-HAR|human|KEN|2007-01-01	2007.0	0.00931232802571778	-3.818919752215551E-4
J9|human|KEN|2007-01-11	2007.027397260274	0.00931232802571778	-3.880872864609093E-4
KEM-BR|human|KEN|2007-01-03	2007.0054794520547	0.009469694225717782	-2.257648374694131E-4
JF326189|human|TZA|2007-02-01	2007.0849315068492	0.009949166425717781	2.3574095993653642E-4
HM586961|mosquito|KEN|2006-12-29	2006.9917808219177	0.010108532625717781	4.161712181502634E-4
HM586953|human|KEN|2006-12-21	2006.9698630136986	0.011228054725717779	0.0015406495671416998
EU574019|cow|KEN|2007-01-31	2007.0821917808219	0.010586817925717782	8.74011991060495E-4
EU574020|cow|KEN|2007-01-25	2007.0657534246575	0.010425451725717782	7.163629778040737E-4
HM586956|human|KEN|2007-01-15	2007.0383561643835	0.009468694225717781	-2.3419921095657256E-4
JQ820485|human|SDN|2010-10-01	2010.7479452054795	0.011106212425717781	5.644738472377168E-4
DQ375401|human|SAU|2000-01-01	2000.0	0.00866932682571778	5.580088464280132E-4
KX096941|mosquito|SAU|2001-01-01	2001.0	0.00882986002571778	4.924131861923607E-4
DQ375400|human|KEN|1998-01-01	1998.0	0.006722806525717781	-9.362537331006806E-4
DQ375402|mosquito|KEN|1983-01-01	1983.0	0.004183213274282218	-8.39140810013992E-5
MG659901|sheep|ZWE|1978-01-01	1978.0	0.004184797074282218	0.0010483140201768635
MG659902|cow|ZWE|1978-01-01	1978.0	0.0027382197742822183	-3.982632798231363E-4
MG659900|human|ZWE|1976-01-01	1976.0	0.0021180886742822183	-5.66136659351831E-4
