tip	date	distance	residual
P302|cow|RWA|2022-06-04	2022.4219178082192	0.02082297829815364	2.2467900981752026E-4
P45|cow|RWA|2022-06-17	2022.4575342465753	0.02197995719815364	0.001368087585936692
P2|cow|RWA|2022-06-07	2022.4301369863015	0.020823978198153646	2.2254729661421585E-4
P7|cow|RWA|2022-06-09	2022.4356164383562	0.02082197839815364	2.1845975447870591E-4
P100|cow|RWA|2022-07-31	2022.5780821917808	0.02082097849815364	1.6317855895549987E-4
JF311383|cow|MDG|2008-02-01	2008.0846994535518	0.014766499398153644	-3.691341773129006E-4
JF311379|human|MDG|2008-03-01	2008.1639344262296	0.014207540098153644	-9.582830271823422E-4
HQ009512|cow|MDG|2008-01-01	2008.0	0.014485305998153645	-6.180559895215005E-4
JF326192|mosquito|KEN|2006-12-29	2006.9917808219177	0.014491899298153645	-2.2731813658771576E-4
JF311385|cow|MDG|2008-03-01	2008.1639344262296	0.014778081998153645	-3.877411271823415E-4
JF311378|human|MDG|2008-02-01	2008.0846994535518	0.014778081998153645	-3.5755157731289997E-4
JF311380|human|MDG|2008-03-01	2008.1639344262296	0.015333404698153646	1.675815728176596E-4
EU574041|goat|KEN|2006-12-01	2006.9150684931508	0.014775986798153645	8.59977533093359E-5
SWA-ISI|human|KEN|2020-11-01	2020.8333333333333	0.014496304898153645	-0.00549672314939601
JF326195|human|TZA|2007-02-01	2007.0849315068492	0.014217539098153644	-5.371699528913896E-4
EU574056|cow|KEN|2007-01-12	2007.0301369863014	0.013937982498153645	-7.958491315363525E-4
EU574035|cow|KEN|2007-02-21	2007.1397260273973	0.013936982598153643	-8.386038742465383E-4
JF326193|mosquito|KEN|2006-12-31	2006.9972602739726	0.014215539298153643	-5.05765878723332E-4
EU574036|cow|KEN|2007-02-21	2007.1397260273973	0.014215539298153643	-5.600471742465384E-4
HM586970|human|TZA|2007-02-08	2007.1041095890412	0.017600340498153642	0.002838324349634179
HM586971|human|TZA|2007-03-14	2007.1972602739727	0.017322783698153644	0.002525275933330507
KX944842|cow|ZAF|2008-01-01	2008.0	0.014494095998153645	-6.092659895215007E-4
KY126708|cow|ZAF|2009-01-01	2009.0	0.015053288098153646	-4.3108682925208433E-4
EU574043|cow|KEN|2007-01-30	2007.0794520547945	0.014212539598153644	-5.40081710755997E-4
EU574037|cow|KEN|2007-02-05	2007.0958904109589	0.014771079298153645	1.219476283749292E-5
JF311377|human|MDG|2008-01-01	2008.0	0.014771447398153646	-3.319145895215002E-4
